排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
62,09992,泡泡玛特,154.4,-2.15,2056.27,20.77,14.54,8.41
63,00175,吉利汽车,19.01,3.2,2050.25,6.41,11.9,1.9
64,00066,港铁公司,32.78,2.76,2040.5,3.15,13.9,1.06
65,06690,海尔智家,21.2,1.05,1988.06,1.76,9.48,1.4
66,00002,中电控股,77.95,0.45,1969.37,2.1,18.17,1.78
67,00762,中国联通,6.37,-0.39,1949.1,1.78,8.8,0.48
68,02714,牧原股份,33.7,5.18,1945.5,1.14,17.84,1.99
69,01024,快手-W,44.32,0.32,1917.59,9.69,9.79,2.07
70,03288,海天味业,32.74,2.96,1915.63,0.45,23.44,4.03
71,02269,药明生物,46.12,0.57,1911.67,35.92,35.18,3.64
72,06031,三一重工,19.92,-2.06,1831.64,0.82,19.4,1.79
73,06818,中国光大银行,3.05,-0.49,1802.11,0.38,4.24,0.32
74,06936,顺丰控股,33.26,2.72,1748.86,0.54,13.72,1.47
75,00788,中国铁塔,9.745,0.1,1715.2,0.75,13.32,0.76
76,01801,信达生物,97.3,2.58,1696.6,18.46,188.36,7.88
77,01113,长实集团,47.1,0.47,1648.4,1.48,15.2,0.42
78,02423,贝壳-W,45.52,3.55,1576.1,4.06,41.37,2.2
79,01038,长江基建集团,61.4,0.33,1547.04,0.67,18.72,1.21
80,01377,鼎泰高科,362.4,-7.08,1536.74,0.51,220.62,45.21
81,09973,奇瑞汽车,26.16,1.24,1519.53,0.2,7.33,2.43
82,01988,民生银行,3.45,0.29,1510.49,0.43,4.57,0.23
83,06886,华泰证券,16.69,-0.71,1506.58,1.54,7.68,0.75
84,02600,中国铝业,8.725,1.45,1496.77,2.96,9.09,1.64
85,01898,中煤能源,11.23,4.56,1488.95,2.01,9.25,0.8
86,03606,福耀玻璃,56.95,1.7,1486.25,0.69,14.79,3.35
87,01336,新华保险,47.0,-3.01,1466.19,4.17,3.56,1.05
88,01766,中国中车,5.07,0.9,1455.03,0.61,9.63,0.73
89,00027,银河娱乐,33.12,0.73,1450.4,1.63,13.59,1.74
90,01816,中广核电力,2.87,1.41,1449.32,1.18,13.62,1.02
91,00688,中国海外发展,13.19,0.38,1443.63,2.07,10.27,0.34
92,02057,中通快递-W,186.4,-0.05,1423.04,1.88,13.83,2.04
93,01972,太古地产,24.04,2.82,1384.1,0.57,41.94,0.51
94,00358,江西铜业股份,39.0,-2.06,1350.46,3.85,14.62,1.42
95,01776,广发证券,17.22,-0.4,1347.44,1.31,7.69,0.86
96,00012,恒基地产,27.38,1.86,1325.57,1.89,23.45,0.41
97,06099,招商证券,15.21,-0.33,1322.74,0.64,8.89,0.94
98,09987,百胜中国,377.4,-0.47,1293.9,3.22,17.06,3.1
99,01929,周大福,13.03,6.63,1285.58,3.92,14.28,4.15
100,06618,京东健康,40.08,2.93,1278.36,3.58,21.48,1.93
