排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
40,512760,芯片ETF国泰,1.069,4.39,108.71,108.71,4.42,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
41,515220,煤炭ETF国泰,1.272,0.16,103.35,103.35,6.24,中证煤炭指数,指数型-股票,煤炭,
42,512800,银行ETF华宝,0.839,-0.47,98.29,98.29,11.91,中证银行指数,指数型-股票,银行,
43,159611,电力ETF广发,1.053,-0.09,95.79,95.79,3.19,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.788,1.65,95.18,95.18,1.15,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.649,0.31,92.95,92.95,3.02,中证软件服务指数,指数型-股票,计算机,
46,159259,成长ETF易方达,1.369,3.95,86.38,86.38,8.51,国证成长100指数,指数型-股票,成长,
47,159263,价值ETF易方达,1.138,-0.26,85.06,85.06,4.6,国证价值100指数,指数型-股票,价值,
48,560860,工业有色ETF万家,1.558,1.3,84.53,84.53,1.53,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(66.08亿)
49,159869,游戏ETF华夏,1.075,0.09,82.03,82.03,2.82,中证动漫游戏指数,指数型-股票,传媒,
50,512660,军工ETF国泰,1.15,0.97,77.6,77.6,2.31,中证军工指数,指数型-股票,军工,
51,159363,创业板人工智能ETF华宝,1.229,3.8,72.29,72.29,9.88,创业板人工智能指数,指数型-股票,人工智能,
52,512710,军工龙头ETF富国,0.635,0.47,70.06,70.06,1.92,中证军工龙头指数,指数型-股票,军工,
53,159755,电池ETF广发,0.866,0.0,67.61,67.61,3.37,国证新能源车电池指数,指数型-股票,新能源,
54,159307,红利低波100ETF博时,1.005,-0.69,67.56,67.56,1.23,中证红利低波动100指数,指数型-股票,红利,
55,159865,养殖ETF国泰,0.535,-1.29,63.75,63.75,2.69,中证畜牧养殖指数,指数型-股票,农业,
56,588220,科创100ETF鹏华,1.744,3.75,63.63,63.63,5.81,上证科创板100指数,指数型-股票,科创板,
57,515980,人工智能ETF华富,0.999,2.36,63.5,63.5,2.2,中证人工智能产业指数,指数型-股票,人工智能,
58,516150,稀土ETF嘉实,1.667,1.46,63.18,63.18,0.94,中证稀土产业指数,指数型-股票,有色金属,
59,159851,金融科技ETF华宝,0.598,1.53,62.91,62.91,2.44,中证金融科技主题指数,指数型-股票,其他,
60,512950,央企改革ETF华夏,1.497,0.94,60.53,60.53,0.11,中证央企结构调整指数,指数型-股票,央企国企,
61,561980,半导体设备ETF招商,0.68,5.1,57.97,57.97,3.94,中证半导体产业指数,指数型-股票,半导体,
62,159967,创业板成长ETF华夏,0.776,2.92,57.78,57.78,6.61,创业板动量成长指数,指数型-股票,成长,
