排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
55,000338,潍柴动力,88.31,54.74,61.87,29.38,-2.78,22.45,96.26,2.66,91.56
56,688820,盛合晶微,74.24,-1.48,25.43,136.26,3.06,257.54,27.03,17.55,27.03
57,300408,三环集团,89.73,19.68,60.72,127.0,-0.93,87.76,98.75,11.27,98.75
58,601816,京沪高铁,27.87,104.32,85.87,5.08,0.2,18.62,5.98,1.18,7.87
59,300476,胜宏科技,100.79,17.59,14.37,250.15,5.84,52.53,85.18,14.13,90.17
60,002379,宏桥控股,5.88,87.02,8.31,18.86,0.11,12.47,72.61,4.7,83.12
61,300394,天孚通信,118.5,13.76,32.36,225.28,3.89,113.15,95.01,41.09,95.35
62,601225,陕西煤业,60.81,77.59,61.78,24.88,4.14,14.92,98.08,2.36,83.69
63,002916,深南电路,100.9,8.01,50.53,353.99,1.38,66.34,96.83,13.33,92.23
64,600309,万华化学,47.36,96.94,21.24,74.97,0.7,17.83,63.84,2.11,9.78
65,601919,中远海控,25.84,110.17,60.88,15.37,-0.19,9.37,58.51,1.0,31.22
66,002463,沪电股份,99.68,10.44,51.89,117.2,1.38,52.43,97.27,13.43,98.03
67,000651,格力电器,-5.88,88.82,83.6,40.25,-0.05,7.73,26.57,1.48,4.75
68,002714,牧原股份,18.73,88.16,26.9,38.37,0.03,22.65,67.34,2.57,1.63
69,300274,阳光电源,33.45,0.07,-5.5,106.7,-1.43,18.55,34.0,4.55,42.54
70,000725,京东方Ａ,101.36,-3.82,40.9,5.96,-0.17,37.11,57.55,1.62,73.24
71,000001,平安银行,25.46,98.85,85.61,11.27,0.18,5.08,29.74,0.47,8.11
72,002938,鹏鼎控股,101.61,12.71,59.04,93.85,2.98,58.59,97.91,6.28,96.07
73,600919,江苏银行,54.26,104.13,104.98,11.75,1.29,5.97,78.66,0.82,89.78
74,688808,联讯仪器,94.45,21.13,53.0,2095.01,0.77,787.22,63.38,209.62,63.38
75,603288,海天味业,20.44,92.57,57.13,36.55,-1.14,29.38,2.35,5.09,2.97
76,600188,兖矿能源,73.23,42.79,49.97,21.27,9.98,22.35,97.84,2.79,84.03
77,002142,宁波银行,15.41,88.03,77.41,31.74,0.28,6.96,30.74,0.9,27.63
78,600690,海尔智家,15.39,92.43,28.34,22.12,-0.98,11.08,6.09,1.66,3.88
79,601066,中信建投,57.42,15.12,56.04,25.95,-0.31,17.87,8.76,2.33,20.97
80,003816,中国广核,-5.11,42.03,19.63,3.96,-0.75,21.09,88.12,1.59,62.0
81,688072,拓荆科技,39.76,26.88,58.51,682.03,0.61,120.57,76.22,27.36,97.03
82,601336,新华保险,36.25,76.3,8.24,62.43,-1.39,5.28,2.06,1.58,47.77
83,600406,国电南瑞,42.86,90.27,18.96,24.17,-1.51,23.33,27.63,3.63,35.44
84,301666,大普微-UW,53.63,-6.79,20.3,439.2,1.35,14758.47,27.27,238.87,27.27
85,601668,中国建筑,2.26,103.93,53.66,4.57,-0.22,4.98,54.87,0.38,0.77
86,601898,中煤能源,52.66,42.21,11.66,14.2,6.45,10.6,53.38,1.15,89.59
87,300433,蓝思科技,61.74,-9.48,27.47,34.82,-0.77,53.44,82.59,3.37,77.84
88,603268,松发股份,109.25,82.4,91.45,180.0,4.12,52.48,66.43,17.39,87.0
89,600031,三一重工,14.19,99.29,32.66,19.76,0.71,21.58,47.48,2.01,17.99
90,600025,华能水电,5.7,84.14,66.98,9.75,0.0,21.27,73.53,2.56,72.23
91,601985,中国核电,1.99,53.15,71.72,8.83,0.11,22.06,84.08,1.51,28.11
92,300760,迈瑞医疗,25.8,86.95,26.77,149.75,-2.95,23.17,4.38,4.53,1.85
93,301377,鼎泰高科,100.24,4.33,48.59,428.0,2.87,291.96,97.33,62.55,97.33
94,601818,光大银行,-4.14,88.04,43.78,3.06,-0.33,4.78,37.99,0.36,0.67
95,300033,同花顺,96.66,59.26,37.18,238.98,-1.38,53.84,54.24,25.73,96.26
96,002352,顺丰控股,3.64,91.28,41.74,33.72,-0.85,15.56,1.63,1.77,1.63
97,001248,华润新能,30.92,6.6,,13.32,-2.77,33.02,57.69,1.92,57.69
98,001399,惠科股份,51.63,-3.3,,23.87,-0.58,46.71,20.0,6.7,20.0
99,300604,长川科技,61.52,30.05,62.97,278.53,2.4,112.34,51.13,34.69,98.85
100,601688,华泰证券,3.97,28.49,13.53,19.49,-1.42,10.03,15.78,0.99,36.83
