排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
12,159995,芯片ETF华夏,1.187,-1.49,276.76,276.76,7.55,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(67.55亿)
13,512170,医疗ETF华宝,0.351,-0.57,262.03,262.03,7.43,中证医疗指数,指数型-股票,医药,
14,159949,创业板50ETF华安,1.666,0.42,259.93,259.93,16.6,创业板50指数,指数型-股票,创业板,
15,512400,有色金属ETF南方,1.922,-4.76,254.99,254.99,21.21,有色金属,指数型-股票,有色金属,
16,512100,中证1000ETF南方,3.12,-0.29,250.51,250.51,33.68,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(102.0亿)；中证1000ETF广发(67.03亿)
17,159326,电网设备ETF华夏,1.687,-1.11,214.15,214.15,7.52,中证电网设备主题指数,指数型-股票,其他,
18,159819,人工智能ETF易方达,1.816,0.11,213.37,213.37,5.03,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(83.95亿)
19,510880,红利ETF华泰柏瑞,3.309,-0.3,208.24,208.24,5.61,上证红利指数,指数型-股票,红利,
20,510050,上证50ETF华夏,3.039,-1.17,206.0,206.0,11.53,上证50指数,指数型-股票,上证50,
21,512480,半导体ETF国联安,1.07,-1.02,201.78,201.78,13.94,中证全指半导体产品与设备指数,指数型-股票,半导体,
22,515450,红利低波50ETF南方,1.404,0.0,196.07,196.07,1.3,标普中国A股大盘红利低波50指数,指数型-股票,红利,
23,562500,机器人ETF华夏,1.021,0.99,189.92,189.92,7.65,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(64.64亿)
24,159530,机器人ETF易方达,1.431,2.07,189.34,189.34,11.3,国证机器人产业指数,指数型-股票,机器人,
25,159992,创新药ETF银华,0.922,0.33,185.26,185.26,14.46,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(125.09亿)
26,515180,红利ETF易方达,1.421,-0.56,178.39,178.39,3.13,中证红利指数,指数型-股票,红利,中证红利ETF招商(116.23亿)
27,510180,上证180ETF华安,4.018,-1.25,177.44,177.44,0.39,上证180指数,指数型-股票,上证180,
28,159781,科创创业ETF易方达,1.127,-0.35,176.75,176.75,2.94,中证科创创业50指数,指数型-股票,科创板,科创创业50ETF华夏(60.07亿)
29,515050,通信ETF华夏,1.017,-0.2,175.69,175.69,7.71,中证5G通信主题指数,指数型-股票,通信,
30,510210,上证指数ETF富国,1.003,-0.79,173.01,173.01,12.68,上证综合指数,指数型-股票,其他,
31,512010,医药ETF易方达,0.403,-0.49,168.62,168.62,7.47,沪深300医药卫生指数,指数型-股票,医药,
32,517520,黄金股ETF永赢,2.044,-5.94,168.18,168.18,17.86,中证沪深港黄金产业股票指数,指数型-股票,黄金,
33,159201,自由现金流ETF华夏,1.187,0.17,167.33,167.33,3.07,国证自由现金流指数,指数型-股票,货币市场,
34,159928,消费ETF汇添富,0.681,-1.3,160.99,160.99,3.65,中证主要消费指数,指数型-股票,消费,
35,159206,卫星ETF永赢,1.401,-3.51,152.81,152.81,10.04,国证商用卫星通信产业指数,指数型-股票,通信,
36,159870,化工ETF鹏华,0.819,-2.73,150.14,150.14,6.42,细分化工,指数型-股票,化工,
37,512070,证券保险ETF易方达,0.79,-1.0,147.09,147.09,4.02,沪深300非银行金融指数,指数型-股票,证券,
38,512690,酒ETF鹏华,0.441,-0.9,146.89,146.89,6.68,中证酒指数,指数型-股票,白酒,
39,515220,煤炭ETF国泰,1.261,-0.08,140.69,140.69,9.45,中证煤炭指数,指数型-股票,煤炭,
40,513630,港股低波红利ETF摩根,1.583,0.0,118.57,118.57,2.83,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.14,-1.3,107.93,107.93,3.88,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,159611,电力ETF广发,1.069,0.47,106.17,106.17,6.9,中证全指电力公用事业指数,指数型-股票,电力,
43,512800,银行ETF华宝,0.8,-0.37,99.62,99.62,12.61,中证银行指数,指数型-股票,银行,
44,516650,有色金属ETF华夏,1.872,-4.68,99.32,99.32,3.23,细分有色,指数型-股票,有色金属,
45,560860,工业有色ETF万家,1.652,-4.62,97.42,97.42,4.37,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(69.06亿)
46,159852,软件ETF嘉实,0.726,-0.27,93.77,93.77,6.07,中证软件服务指数,指数型-股票,计算机,
47,159869,游戏ETF华夏,1.133,-1.73,92.43,92.43,5.28,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.981,-0.71,88.66,88.66,3.18,国证新能源车电池指数,指数型-股票,新能源,
49,563300,中证2000ETF华泰柏瑞,1.414,-0.21,79.52,79.52,10.32,中证2000指数,指数型-股票,中证2000,
50,512710,军工龙头ETF富国,0.624,-2.5,73.29,73.29,3.26,中证军工龙头指数,指数型-股票,军工,
51,159307,红利低波100ETF博时,1.03,-0.19,72.16,72.16,0.81,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(57.85亿)
52,159363,创业板人工智能ETF华宝,1.226,0.74,70.84,70.84,12.03,创业板人工智能指数,指数型-股票,人工智能,
53,516150,稀土ETF嘉实,1.787,-2.46,68.68,68.68,1.39,中证稀土产业指数,指数型-股票,有色金属,
54,512660,军工ETF国泰,1.148,-2.05,66.64,66.64,2.26,中证军工指数,指数型-股票,军工,
55,159263,价值ETF易方达,1.148,-0.26,66.03,66.03,2.84,国证价值100指数,指数型-股票,价值,
56,159851,金融科技ETF华宝,0.637,-0.93,66.02,66.02,3.12,中证金融科技主题指数,指数型-股票,其他,
57,159865,养殖ETF国泰,0.542,-1.28,64.4,64.4,2.26,中证畜牧养殖指数,指数型-股票,农业,
58,515980,人工智能ETF华富,1.049,-0.1,61.51,61.51,2.2,中证人工智能产业指数,指数型-股票,人工智能,
59,512950,央企改革ETF华夏,1.519,-0.65,61.5,61.5,0.09,中证央企结构调整指数,指数型-股票,央企国企,
60,159796,电池ETF汇添富,0.885,0.8,60.64,60.64,2.64,中证电池主题指数,指数型-股票,新能源,
61,159967,创业板成长ETF华夏,0.8,0.25,58.48,58.48,5.27,创业板动量成长指数,指数型-股票,成长,
