排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
38,01276,恒瑞医药,56.05,-2.69,3720.15,1.9,40.92,5.16
39,02259,紫金黄金国际,135.6,1.35,3629.12,7.88,29.12,5.57
40,03986,兆易创新,515.0,5.1,3613.99,19.46,112.05,12.61
41,00992,联想集团,29.04,1.75,3602.31,26.71,24.04,6.02
42,00267,中信股份,11.89,-0.42,3458.83,1.34,5.32,0.4
43,06809,澜起科技,283.0,7.6,3454.12,12.91,120.54,14.65
44,02328,中国财险,15.52,-0.58,3452.08,2.37,8.18,1.04
45,00016,新鸿基地产,117.6,1.03,3407.79,4.88,15.49,0.55
46,06160,百济神州,216.6,-1.01,3340.59,11.64,65.2,9.83
47,02338,潍柴动力,36.4,2.25,3145.04,3.55,24.84,2.94
48,02601,中国太保,28.72,-0.14,2762.96,1.63,4.59,0.76
49,00001,长和,71.25,-1.86,2728.91,4.66,23.05,0.48
50,02378,保诚,107.1,-0.28,2678.7,0.2,8.65,1.74
51,00669,创科实业,144.8,0.21,2646.32,8.37,25.99,4.53
52,02611,国泰海通,14.25,0.49,2505.3,1.03,10.12,0.68
53,01109,华润置地,35.0,6.97,2495.83,8.19,8.87,0.78
54,02476,胜宏科技,253.8,4.88,2494.31,10.1,47.64,11.23
55,01347,华虹宏力,142.8,7.13,2481.47,47.82,441.6,4.7
56,01378,中国宏桥,24.44,1.66,2399.86,7.9,9.58,1.65
57,06951,三环集团,120.0,2.21,2396.06,1.99,74.47,9.07
58,01919,中远海控,15.28,-0.97,2332.97,2.12,8.29,0.88
59,01339,中国人民保险集团,5.115,-0.39,2262.06,0.82,4.79,0.63
60,02020,安踏体育,72.8,-2.28,2035.96,5.19,13.53,2.8
61,03692,翰森制药,33.5,-3.79,2031.49,4.19,33.03,5.18
62,09992,泡泡玛特,151.0,-1.11,2010.99,18.25,14.22,8.22
63,00066,港铁公司,32.3,-0.8,2010.62,2.0,13.7,1.05
64,02714,牧原股份,34.48,0.12,1990.53,1.27,18.26,2.04
65,06690,海尔智家,21.08,-2.04,1976.8,2.19,9.43,1.39
66,00002,中电控股,77.9,-0.64,1968.1,2.01,18.15,1.78
67,00175,吉利汽车,18.06,-0.77,1947.79,6.49,11.31,1.81
68,00762,中国联通,6.325,-0.24,1935.33,1.35,8.74,0.47
69,03288,海天味业,32.42,0.37,1896.91,0.29,23.21,3.99
70,02269,药明生物,45.7,-0.61,1894.26,15.78,34.86,3.61
71,01024,快手-W,41.54,-2.58,1797.31,19.63,9.18,1.94
72,06818,中国光大银行,2.99,-0.33,1766.66,0.26,4.16,0.31
73,06031,三一重工,19.0,-0.26,1747.05,0.69,18.5,1.7
74,06936,顺丰控股,32.74,-1.5,1721.52,0.67,13.5,1.45
75,01801,信达生物,95.55,0.0,1666.09,7.21,184.97,7.73
76,00788,中国铁塔,9.315,-4.17,1639.52,4.54,10.8,0.69
77,01113,长实集团,46.42,-0.56,1624.6,1.75,14.98,0.41
78,02423,贝壳-W,45.5,1.52,1575.41,2.51,41.36,2.2
79,01038,长江基建集团,61.0,-0.49,1536.96,0.62,18.6,1.04
80,01377,鼎泰高科,356.0,1.08,1509.6,0.4,216.72,44.41
81,02600,中国铝业,8.78,2.69,1506.21,5.05,9.15,1.65
82,00688,中国海外发展,13.76,4.48,1506.02,5.17,10.72,0.35
83,06886,华泰证券,16.62,1.09,1500.26,1.12,7.64,0.74
84,00027,银河娱乐,34.2,3.7,1497.7,4.99,13.98,1.77
85,01988,民生银行,3.42,0.0,1497.36,0.46,4.53,0.23
86,09973,奇瑞汽车,25.4,-0.55,1475.39,0.25,7.11,2.36
87,03606,福耀玻璃,56.2,0.18,1466.68,1.1,14.6,3.31
88,01898,中煤能源,10.93,-2.41,1449.17,0.86,9.0,0.78
89,01766,中国中车,5.01,0.1,1437.81,0.49,9.51,0.72
90,01336,新华保险,45.96,0.48,1433.74,1.7,3.48,1.02
91,01816,中广核电力,2.82,-1.4,1424.07,0.79,13.38,1.0
92,02057,中通快递-W,182.5,-1.46,1393.26,2.75,13.54,2.0
93,01972,太古地产,24.08,0.67,1386.4,0.57,42.01,0.51
94,01776,广发证券,17.21,1.24,1346.66,1.08,7.69,0.86
95,00012,恒基地产,27.34,0.22,1323.64,3.56,23.41,0.41
96,00358,江西铜业股份,37.98,0.9,1315.14,1.92,14.24,1.38
97,06099,招商证券,14.98,0.2,1302.74,0.4,8.76,0.93
98,09987,百胜中国,375.4,-0.16,1286.79,3.18,16.96,3.08
99,06990,科伦博泰生物,528.5,0.0,1263.24,1.6,-298.71,22.87
100,00003,香港中华煤气,6.755,-0.95,1260.47,1.89,22.16,2.12
