排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
35,517520,黄金股ETF永赢,2.04,-4.45,131.01,131.01,15.73,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(57.59亿)
36,512070,证券保险ETF易方达,0.773,-0.9,127.74,127.74,2.7,沪深300非银行金融指数,指数型-股票,证券,
37,159206,卫星ETF永赢,1.35,-0.95,125.62,125.62,2.59,国证商用卫星通信产业指数,指数型-股票,通信,
38,159870,化工ETF鹏华,0.764,-0.91,125.36,125.36,1.71,细分化工,指数型-股票,化工,
39,513630,港股低波红利ETF摩根,1.546,-1.02,114.6,114.6,1.46,标普港股通低波红利指数,指数型-股票,红利,
40,512760,芯片ETF国泰,1.06,-0.84,107.8,107.8,2.93,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
41,515220,煤炭ETF国泰,1.258,-1.1,102.21,102.21,4.22,中证煤炭指数,指数型-股票,煤炭,
42,512800,银行ETF华宝,0.837,-0.24,98.06,98.06,7.42,中证银行指数,指数型-股票,银行,
43,159611,电力ETF广发,1.037,-1.52,94.33,94.33,3.35,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.739,-2.74,92.58,92.58,1.68,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.644,-0.77,92.24,92.24,2.38,中证软件服务指数,指数型-股票,计算机,
46,159259,成长ETF易方达,1.36,-0.66,85.81,85.81,6.69,国证成长100指数,指数型-股票,成长,
47,159263,价值ETF易方达,1.128,-0.88,84.31,84.31,2.93,国证价值100指数,指数型-股票,价值,
48,560860,工业有色ETF万家,1.525,-2.12,82.73,82.73,2.84,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(64.78亿)
49,159869,游戏ETF华夏,1.071,-0.37,81.73,81.73,2.15,中证动漫游戏指数,指数型-股票,传媒,
50,512660,军工ETF国泰,1.142,-0.7,77.06,77.06,2.11,中证军工指数,指数型-股票,军工,
51,159363,创业板人工智能ETF华宝,1.234,0.41,72.59,72.59,8.46,创业板人工智能指数,指数型-股票,人工智能,
52,512710,军工龙头ETF富国,0.63,-0.79,69.51,69.51,2.1,中证军工龙头指数,指数型-股票,军工,
53,159755,电池ETF广发,0.865,-0.12,67.54,67.54,1.91,国证新能源车电池指数,指数型-股票,新能源,
54,159307,红利低波100ETF博时,1.004,-0.1,67.49,67.49,0.88,中证红利低波动100指数,指数型-股票,红利,
55,159865,养殖ETF国泰,0.534,-0.19,63.63,63.63,2.33,中证畜牧养殖指数,指数型-股票,农业,
56,515980,人工智能ETF华富,1.0,0.1,63.56,63.56,1.37,中证人工智能产业指数,指数型-股票,人工智能,
57,588220,科创100ETF鹏华,1.734,-0.57,63.27,63.27,4.12,上证科创板100指数,指数型-股票,科创板,
58,516150,稀土ETF嘉实,1.638,-1.74,62.08,62.08,1.31,中证稀土产业指数,指数型-股票,有色金属,
59,159851,金融科技ETF华宝,0.589,-1.51,61.96,61.96,1.34,中证金融科技主题指数,指数型-股票,其他,
60,512950,央企改革ETF华夏,1.494,-0.2,60.41,60.41,0.11,中证央企结构调整指数,指数型-股票,央企国企,
61,561980,半导体设备ETF招商,0.677,-0.44,57.72,57.72,2.81,中证半导体产业指数,指数型-股票,半导体,
62,159967,创业板成长ETF华夏,0.772,-0.52,57.48,57.48,5.65,创业板动量成长指数,指数型-股票,成长,
63,563300,中证2000ETF华泰柏瑞,,,,,,,,,
