排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
33,688235,百济神州,68.45,92.89,59.13,280.6,7.12,136.82,96.0,13.1,81.23
34,002475,立讯精密,14.91,3.67,30.05,55.87,0.7,25.07,31.09,4.89,36.85
35,601998,中信银行,18.46,88.4,43.15,7.55,-2.45,5.9,64.54,0.57,55.52
36,600030,中信证券,28.29,68.66,85.2,28.18,0.64,12.4,6.05,1.43,41.55
37,601166,兴业银行,21.47,92.33,49.56,18.36,-1.08,5.01,36.71,0.47,7.97
38,600276,恒瑞医药,33.53,76.84,36.56,53.54,0.22,43.77,5.04,5.59,3.45
39,002415,海康威视,89.31,106.83,101.95,38.44,-0.49,21.44,25.77,4.18,29.65
40,002384,东山精密,46.8,-2.21,52.4,188.83,5.44,169.53,96.45,15.28,97.17
41,688012,中微公司,30.79,29.51,58.11,358.0,12.67,125.66,69.09,14.11,77.17
42,300059,东方财富,87.94,69.29,34.8,20.36,1.55,24.58,8.21,3.37,15.26
43,601319,中国人保,9.3,92.36,11.53,7.19,0.56,7.46,8.76,1.0,23.66
44,601211,国泰海通,-9.43,54.68,46.47,18.0,0.22,14.45,58.73,0.97,31.09
45,600000,浦发银行,42.4,93.07,25.71,9.26,-1.49,6.13,71.5,0.41,29.56
46,601601,中国太保,35.03,106.78,10.51,32.02,0.76,5.71,1.78,0.96,11.47
47,600183,生益科技,81.23,-0.63,43.82,122.79,9.41,75.92,97.94,16.64,97.94
48,000858,五 粮 液,46.99,84.55,16.44,75.5,-1.8,23.26,34.36,2.29,1.25
49,688802,沐曦股份-U,27.67,9.28,59.26,726.03,4.31,-442.96,29.41,22.18,64.05
50,688795,摩尔线程-U,74.46,13.26,25.55,593.13,2.86,-324.57,39.13,24.2,29.81
51,603986,兆易创新,30.74,-13.86,24.97,385.44,8.26,94.09,49.38,10.7,71.11
52,600150,中国船舶,96.76,53.82,37.57,35.2,2.09,23.43,26.97,1.77,25.91
53,000338,潍柴动力,96.55,62.52,65.24,30.22,5.52,23.1,97.5,2.74,94.63
54,688008,澜起科技,35.48,4.71,44.48,212.0,4.31,101.17,75.47,12.41,81.15
55,601869,长飞光纤,51.52,-8.31,37.49,312.4,10.0,223.51,94.11,18.17,96.0
56,300408,三环集团,93.18,20.66,61.39,128.19,5.96,88.58,98.94,11.38,98.94
57,601816,京沪高铁,40.08,103.35,84.94,5.07,-1.55,18.58,5.73,1.18,7.37
58,688820,盛合晶微,48.33,-4.42,23.47,132.22,4.66,249.9,26.03,17.03,26.03
59,002379,宏桥控股,9.42,86.84,8.23,18.84,-2.13,12.46,72.6,4.7,83.11
60,002916,深南电路,90.34,6.14,49.31,349.18,5.0,65.44,96.11,13.15,91.89
61,300394,天孚通信,105.63,10.32,29.9,216.85,2.29,108.91,94.77,39.56,95.06
62,601919,中远海控,38.5,111.04,61.55,15.4,0.26,9.39,58.54,1.0,31.67
63,600309,万华化学,37.48,93.25,19.91,74.45,1.1,17.71,63.15,2.09,9.45
64,300476,胜宏科技,78.74,12.17,9.59,236.35,17.12,49.64,83.88,13.35,88.72
65,601225,陕西煤业,9.93,66.7,51.59,23.89,-0.13,14.32,96.5,2.27,78.84
66,000651,格力电器,-0.7,89.07,83.85,40.27,-0.62,7.73,26.73,1.48,4.75
67,300274,阳光电源,26.95,1.86,-4.19,108.25,1.8,18.82,34.93,4.61,43.81
68,002463,沪电股份,88.35,8.48,50.56,115.6,3.43,51.71,96.88,13.25,97.98
69,002714,牧原股份,12.94,88.08,26.87,38.36,0.89,22.64,67.27,2.57,1.58
70,000725,京东方Ａ,83.66,-3.64,41.04,5.97,6.04,37.17,57.63,1.62,73.46
71,000001,平安银行,41.14,97.92,84.68,11.25,-1.66,5.07,29.41,0.47,7.68
72,603288,海天味业,38.49,96.98,60.38,36.97,-0.96,29.72,2.45,5.15,3.41
73,688808,联讯仪器,78.4,20.18,52.41,2079.0,6.68,781.2,61.43,208.02,61.43
74,600919,江苏银行,31.55,95.45,100.2,11.6,1.22,5.89,76.15,0.81,88.1
75,002938,鹏鼎控股,83.25,8.22,56.38,91.13,2.39,56.89,97.64,6.1,94.24
76,600690,海尔智家,33.99,96.46,30.23,22.34,-0.67,11.19,6.48,1.67,3.89
77,002142,宁波银行,17.16,86.51,76.36,31.65,0.48,6.94,30.61,0.9,27.35
78,601066,中信建投,42.0,15.96,56.64,26.03,0.7,17.92,9.17,2.34,21.49
79,003816,中国广核,8.38,45.27,21.58,3.99,-1.97,21.25,88.65,1.6,63.58
80,601336,新华保险,28.15,82.17,10.46,63.31,1.64,5.35,3.36,1.6,49.76
81,600406,国电南瑞,68.6,97.32,21.74,24.54,-1.72,23.69,30.85,3.68,40.02
82,688072,拓荆科技,25.71,26.07,58.02,677.88,12.14,119.84,74.18,27.19,97.02
83,600188,兖矿能源,7.59,25.81,39.81,19.34,2.0,20.32,95.83,2.54,72.36
84,601668,中国建筑,18.07,104.97,54.4,4.58,-1.29,4.99,55.33,0.38,0.77
85,301666,大普微-UW,34.01,-7.83,19.66,433.34,5.28,14561.55,25.0,235.68,25.0
86,300760,迈瑞医疗,50.92,98.24,31.1,154.3,0.02,23.87,7.23,4.66,2.53
87,300433,蓝思科技,41.88,-8.71,28.09,35.09,6.49,53.86,82.73,3.39,78.5
88,001248,华润新能,37.62,8.23,,13.7,2.85,33.97,68.0,1.97,68.0
89,300033,同花顺,99.66,62.56,39.41,242.33,3.78,54.6,55.37,26.09,97.12
90,600025,华能水电,13.85,84.14,66.98,9.75,-1.91,21.27,73.51,2.56,72.22
91,601985,中国核电,11.03,52.03,70.93,8.82,-1.23,22.04,83.97,1.51,27.54
92,601818,光大银行,14.05,89.94,44.99,3.07,-1.92,4.8,38.15,0.36,0.72
93,600031,三一重工,13.19,96.78,31.23,19.62,0.46,21.43,47.17,1.99,16.55
94,600930,华电新能,90.03,7.4,2.28,4.3,-0.92,28.02,5.84,1.62,3.89
95,002352,顺丰控股,28.33,95.51,44.1,34.01,-1.28,15.7,1.97,1.78,1.97
96,601688,华泰证券,11.01,34.57,16.18,19.77,0.87,10.17,20.68,1.0,39.01
97,001399,惠科股份,42.8,-3.1,,24.01,4.07,46.99,20.69,6.74,20.69
98,601898,中煤能源,2.98,30.14,3.1,13.34,-1.4,9.96,45.73,1.08,80.37
99,301377,鼎泰高科,85.83,1.62,46.96,416.07,10.74,283.82,96.77,60.8,96.77
100,603268,松发股份,109.48,88.52,94.38,172.87,10.0,50.4,63.29,16.7,85.94
