排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
22,515450,红利低波50ETF南方,1.4,0.0,196.36,196.36,1.22,标普中国A股大盘红利低波50指数,指数型-股票,红利,
23,562500,机器人ETF华夏,0.999,-1.67,184.76,184.76,6.57,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(63.6亿)
24,159992,创新药ETF银华,0.929,1.09,184.21,184.21,15.47,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(122.96亿)
25,159530,机器人ETF易方达,1.397,-1.62,183.85,183.85,8.18,国证机器人产业指数,指数型-股票,机器人,
26,515050,通信ETF华夏,1.045,-0.29,179.67,179.67,12.94,中证5G通信主题指数,指数型-股票,通信,
27,515180,红利ETF易方达,1.405,-1.33,179.62,179.62,3.86,中证红利指数,指数型-股票,红利,中证红利ETF招商(115.5亿)
28,159781,科创创业ETF易方达,1.136,-0.61,178.74,178.74,8.41,中证科创创业50指数,指数型-股票,科创板,科创创业50ETF华夏(60.35亿)
29,510180,上证180ETF华安,4.004,-0.65,176.84,176.84,0.95,上证180指数,指数型-股票,上证180,
30,512010,医药ETF易方达,0.401,0.0,166.25,166.25,5.56,沪深300医药卫生指数,指数型-股票,医药,
31,159201,自由现金流ETF华夏,1.172,-1.18,165.89,165.89,3.65,国证自由现金流指数,指数型-股票,货币市场,
32,510210,上证指数ETF富国,1.004,-0.4,162.94,162.94,8.73,上证综合指数,指数型-股票,其他,
33,159928,消费ETF汇添富,0.684,0.15,161.72,161.72,3.3,中证主要消费指数,指数型-股票,消费,
34,517520,黄金股ETF永赢,1.981,-4.53,158.33,158.33,13.58,中证沪深港黄金产业股票指数,指数型-股票,黄金,
35,159206,卫星ETF永赢,1.423,-0.49,151.79,151.79,5.1,国证商用卫星通信产业指数,指数型-股票,通信,
36,512070,证券保险ETF易方达,0.794,0.13,148.93,148.93,4.99,沪深300非银行金融指数,指数型-股票,证券,
37,512690,酒ETF鹏华,0.449,0.67,148.35,148.35,8.27,中证酒指数,指数型-股票,白酒,
38,515220,煤炭ETF国泰,1.24,-0.64,141.6,141.6,6.46,中证煤炭指数,指数型-股票,煤炭,
39,159870,化工ETF鹏华,0.801,-2.2,141.29,141.29,6.87,细分化工,指数型-股票,化工,
40,513630,港股低波红利ETF摩根,1.567,0.32,116.36,116.36,3.02,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.14,-1.64,106.97,106.97,6.55,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,159611,电力ETF广发,1.068,0.56,104.74,104.74,5.68,中证全指电力公用事业指数,指数型-股票,电力,
43,516650,有色金属ETF华夏,1.823,-3.65,97.74,97.74,3.33,细分有色,指数型-股票,有色金属,
44,512800,银行ETF华宝,0.803,0.38,95.44,95.44,9.03,中证银行指数,指数型-股票,银行,
45,560860,工业有色ETF万家,1.602,-3.73,94.76,94.76,5.2,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(66.88亿)
46,159852,软件ETF嘉实,0.71,-1.53,94.36,94.36,7.52,中证软件服务指数,指数型-股票,计算机,
47,159869,游戏ETF华夏,1.124,-1.4,91.96,91.96,6.24,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.975,-0.91,87.15,87.15,3.44,国证新能源车电池指数,指数型-股票,新能源,
49,563300,中证2000ETF华泰柏瑞,1.423,-1.04,74.69,74.69,9.02,中证2000指数,指数型-股票,中证2000,
50,512710,军工龙头ETF富国,0.624,-0.64,73.32,73.32,2.15,中证军工龙头指数,指数型-股票,军工,
51,159307,红利低波100ETF博时,1.028,-0.1,72.38,72.38,0.7,中证红利低波动100指数,指数型-股票,红利,
52,159363,创业板人工智能ETF华宝,1.251,-0.16,70.11,70.11,14.71,创业板人工智能指数,指数型-股票,人工智能,
53,516150,稀土ETF嘉实,1.763,-1.89,67.37,67.37,1.06,中证稀土产业指数,指数型-股票,有色金属,
54,512660,军工ETF国泰,1.148,-0.69,67.1,67.1,2.15,中证军工指数,指数型-股票,军工,
55,159263,价值ETF易方达,1.14,-0.52,66.68,66.68,2.7,国证价值100指数,指数型-股票,价值,
56,159851,金融科技ETF华宝,0.632,-0.94,65.25,65.25,2.32,中证金融科技主题指数,指数型-股票,其他,
57,159865,养殖ETF国泰,0.541,-0.37,64.47,64.47,1.92,中证畜牧养殖指数,指数型-股票,农业,
58,515980,人工智能ETF华富,1.066,0.28,61.68,61.68,4.87,中证人工智能产业指数,指数型-股票,人工智能,
59,159796,电池ETF汇添富,0.885,-1.01,61.08,61.08,1.81,中证电池主题指数,指数型-股票,新能源,
60,512950,央企改革ETF华夏,1.508,-1.05,61.04,61.04,0.13,中证央企结构调整指数,指数型-股票,央企国企,
61,588220,科创100ETF鹏华,1.804,-0.88,58.88,58.88,7.44,上证科创板100指数,指数型-股票,科创板,
62,159967,创业板成长ETF华夏,0.818,-0.37,58.82,58.82,7.39,创业板动量成长指数,指数型-股票,成长,
