排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
22,510880,红利ETF华泰柏瑞,3.39,-1.4,188.88,188.88,6.17,上证红利指数,指数型-股票,红利,
23,515050,通信ETF华夏,1.049,6.28,183.76,183.76,13.33,中证5G通信主题指数,指数型-股票,通信,
24,515180,红利ETF易方达,1.436,-1.17,181.62,181.62,4.0,中证红利指数,指数型-股票,红利,中证红利ETF招商(107.03亿)
25,562500,机器人ETF华夏,0.956,1.92,177.38,177.38,4.57,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(60.21亿)
26,510180,上证180ETF华安,3.953,-0.35,174.71,174.71,0.58,上证180指数,指数型-股票,上证180,
27,159781,科创创业ETF易方达,1.062,2.91,170.38,170.38,5.26,中证科创创业50指数,指数型-股票,科创板,
28,159992,创新药ETF银华,0.841,-0.47,169.62,169.62,4.01,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(111.89亿)
29,159530,机器人ETF易方达,1.323,1.93,167.49,167.49,5.39,国证机器人产业指数,指数型-股票,机器人,
30,159201,自由现金流ETF华夏,1.182,-0.42,160.68,160.68,3.47,国证自由现金流指数,指数型-股票,货币市场,
31,159928,消费ETF汇添富,0.683,-0.58,157.09,157.09,2.95,中证主要消费指数,指数型-股票,消费,
32,512010,医药ETF易方达,0.378,-0.53,151.3,151.3,1.74,沪深300医药卫生指数,指数型-股票,医药,
33,510210,上证指数ETF富国,1.005,-0.1,143.6,143.6,5.76,上证综合指数,指数型-股票,其他,
34,517520,黄金股ETF永赢,2.16,-2.17,138.17,138.17,5.19,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(60.84亿)
35,512690,酒ETF鹏华,0.433,-0.23,136.54,136.54,3.92,中证酒指数,指数型-股票,白酒,
36,159870,化工ETF鹏华,0.795,-1.0,134.92,134.92,2.65,细分化工,指数型-股票,化工,
37,512070,证券保险ETF易方达,0.807,-1.94,133.33,133.33,5.83,沪深300非银行金融指数,指数型-股票,证券,
38,159206,卫星ETF永赢,1.354,0.74,127.93,127.93,2.91,国证商用卫星通信产业指数,指数型-股票,通信,
39,513630,港股低波红利ETF摩根,1.59,-0.38,119.49,119.49,1.79,标普港股通低波红利指数,指数型-股票,红利,
40,515220,煤炭ETF国泰,1.27,-2.16,108.62,108.62,9.89,中证煤炭指数,指数型-股票,煤炭,
41,512760,芯片ETF国泰,1.062,2.51,104.28,104.28,3.57,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,512800,银行ETF华宝,0.835,-1.53,97.4,97.4,10.25,中证银行指数,指数型-股票,银行,
43,516650,有色金属ETF华夏,1.828,-0.81,96.02,96.02,1.76,细分有色,指数型-股票,有色金属,
44,159611,电力ETF广发,1.035,-0.86,95.9,95.9,3.15,中证全指电力公用事业指数,指数型-股票,电力,
45,159852,软件ETF嘉实,0.679,-0.73,94.1,94.1,3.8,中证软件服务指数,指数型-股票,计算机,
46,159869,游戏ETF华夏,1.147,1.5,89.43,89.43,7.19,中证动漫游戏指数,指数型-股票,传媒,
47,560860,工业有色ETF万家,1.594,-0.19,85.54,85.54,1.12,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(66.88亿)
48,512660,军工ETF国泰,1.151,0.26,74.71,74.71,1.99,中证军工指数,指数型-股票,军工,
49,159263,价值ETF易方达,1.158,-0.77,73.77,73.77,1.94,国证价值100指数,指数型-股票,价值,
50,159307,红利低波100ETF博时,1.031,-0.67,72.77,72.77,0.73,中证红利低波动100指数,指数型-股票,红利,
51,159363,创业板人工智能ETF华宝,1.252,5.03,72.74,72.74,11.96,创业板人工智能指数,指数型-股票,人工智能,
52,512710,军工龙头ETF富国,0.632,-1.25,71.93,71.93,3.46,中证军工龙头指数,指数型-股票,军工,
53,159755,电池ETF广发,0.898,0.45,70.16,70.16,2.24,国证新能源车电池指数,指数型-股票,新能源,
54,159259,成长ETF易方达,1.349,5.8,68.53,68.53,5.44,国证成长100指数,指数型-股票,成长,
55,563300,中证2000ETF华泰柏瑞,1.451,1.82,67.89,67.89,7.05,中证2000指数,指数型-股票,中证2000,
56,159865,养殖ETF国泰,0.572,0.7,67.74,67.74,2.67,中证畜牧养殖指数,指数型-股票,农业,
57,588220,科创100ETF鹏华,1.749,2.88,66.69,66.69,5.68,上证科创板100指数,指数型-股票,科创板,
58,159851,金融科技ETF华宝,0.638,-1.85,64.9,64.9,4.36,中证金融科技主题指数,指数型-股票,其他,
59,515980,人工智能ETF华富,1.029,3.0,64.73,64.73,2.63,中证人工智能产业指数,指数型-股票,人工智能,
60,516150,稀土ETF嘉实,1.688,0.84,63.93,63.93,1.75,中证稀土产业指数,指数型-股票,有色金属,
61,512950,央企改革ETF华夏,1.498,0.33,60.57,60.57,0.12,中证央企结构调整指数,指数型-股票,央企国企,
62,561980,半导体设备ETF招商,0.664,3.11,57.84,57.84,2.89,中证半导体产业指数,指数型-股票,半导体,
